data,pretrain,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
e_IMU,False,yolo12n,2.6,64,9,2,0.4256,0.8025,0.8125,0.7141,0.7601,808,131,390,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,9,2,0.4992,0.8405,0.8633,0.7661,0.8118,808,141,202,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,9,2,0.4912,0.8502,0.8594,0.7772,0.8163,808,113,294,YOLOv12,small
e_VT,True,yolo12n,2.6,64,9,2,0.5263,0.8344,0.8702,0.75,0.8056,408,95,50,YOLOv12,small
e_VT,False,yolo12n,2.6,64,9,2,0.5625,0.8715,0.8634,0.8088,0.8352,408,82,47,YOLOv12,small
e_VT,True,yolo12n,2.6,200,9,2,0.5775,0.89,0.8934,0.8064,0.8477,408,56,73,YOLOv12,small
e_VT,False,yolo12n,2.6,200,9,2,0.6188,0.9079,0.8864,0.8358,0.8603,408,53,60,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,9,2,0.4247,0.7576,0.84,0.6399,0.7264,808,250,160,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,9,2,0.4308,0.7977,0.8421,0.6943,0.7611,808,142,369,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,9,2,0.5042,0.8509,0.8943,0.7436,0.812,808,146,175,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,9,2,0.4924,0.8402,0.8862,0.7419,0.8076,808,157,177,YOLOv11,small
e_VT,True,yolo11n,2.6,64,9,2,0.5207,0.8426,0.8578,0.7691,0.811,408,79,72,YOLOv11,small
e_VT,False,yolo11n,2.6,64,9,2,0.5518,0.8705,0.8598,0.7843,0.8203,408,69,74,YOLOv11,small
e_VT,True,yolo11n,2.6,200,9,2,0.607,0.9065,0.8815,0.8456,0.8632,408,54,57,YOLOv11,small
e_VT,False,yolo11n,2.6,200,9,2,0.6211,0.906,0.9232,0.8245,0.8711,408,60,42,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,9,3,0.3589,0.6318,0.7184,0.5209,0.6039,808,406,105,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,9,3,0.3966,0.6877,0.7333,0.5792,0.6472,808,361,113,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,9,3,0.4581,0.7961,0.864,0.6869,0.7653,808,187,199,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,9,3,0.4808,0.7934,0.8079,0.698,0.749,808,219,150,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,9,3,0.5318,0.8565,0.8375,0.7896,0.8128,808,155,156,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,9,3,0.5129,0.8561,0.868,0.7731,0.8178,808,102,324,YOLOv12,large
e_IMU,True,rtdetr-x,86.0,16,9,1,0.3925,0.7327,0.8112,0.6349,0.7123,808,166,545,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,1,0.4224,0.77,0.7948,0.6955,0.7419,808,153,385,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,1,0.4411,0.7659,0.8094,0.7083,0.7555,408,96,100,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,1,0.5225,0.8528,0.845,0.7484,0.7938,408,60,188,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,1,0.4157,0.7582,0.811,0.6744,0.7364,808,150,541,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,1,0.3941,0.7204,0.8307,0.6262,0.7141,808,184,444,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,1,0.414,0.7598,0.8049,0.6887,0.7423,408,87,160,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,1,0.5013,0.834,0.8114,0.7699,0.7901,408,40,508,DETR,small
e_IMU,True,yolo12n,2.6,16,9,1,0.3414,0.6832,0.7556,0.5855,0.6598,808,228,426,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,1,0.3544,0.7125,0.7838,0.6547,0.7135,808,181,483,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,1,0.388,0.7209,0.8025,0.6074,0.6914,408,186,30,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,1,0.4611,0.8061,0.8411,0.674,0.7483,408,73,160,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,1,0.3545,0.7157,0.7565,0.646,0.6969,808,203,386,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,1,0.3931,0.7451,0.7438,0.6646,0.702,808,231,237,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,1,0.4231,0.7501,0.8064,0.5923,0.683,408,185,24,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,1,0.4842,0.8163,0.8107,0.7108,0.7574,408,113,62,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,2,0.3664,0.7516,0.8301,0.6658,0.739,808,167,491,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,2,0.3869,0.7435,0.7868,0.6634,0.7198,808,151,541,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,2,0.2984,0.6204,0.6827,0.5931,0.6348,408,98,453,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,2,0.5052,0.8307,0.8123,0.7402,0.7746,408,60,252,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,2,0.3698,0.7389,0.8107,0.6891,0.745,808,175,322,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,2,0.414,0.7943,0.8225,0.7153,0.7652,808,124,517,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,2,0.4332,0.7629,0.8018,0.7238,0.7608,408,85,156,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,2,0.4753,0.801,0.7889,0.7603,0.7744,408,84,103,DETR,small
e_IMU,True,yolo12n,2.6,16,9,2,0.3198,0.6849,0.7532,0.6158,0.6776,808,215,406,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,2,0.3371,0.6986,0.7468,0.6022,0.6668,808,284,176,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,2,0.3688,0.7177,0.8245,0.6299,0.7142,408,131,104,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,2,0.4595,0.81,0.8131,0.7142,0.7605,408,65,223,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,2,0.3191,0.7012,0.6908,0.6553,0.6726,808,192,443,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,2,0.3432,0.7056,0.7859,0.6151,0.6901,808,189,549,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,2,0.3795,0.6927,0.7823,0.6254,0.6951,408,146,73,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,2,0.4799,0.8241,0.7584,0.75,0.7542,408,65,208,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,3,0.4036,0.746,0.8015,0.6931,0.7434,808,163,367,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,3,0.4079,0.7701,0.8022,0.6918,0.7429,808,126,592,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,3,0.4161,0.7419,0.7906,0.6756,0.7286,408,104,149,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,3,0.5202,0.8385,0.8109,0.777,0.7935,408,45,342,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,3,0.403,0.7326,0.8011,0.6631,0.7256,808,190,335,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,3,0.376,0.7094,0.7707,0.6572,0.7094,808,244,190,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,3,0.4503,0.7916,0.7687,0.7251,0.7463,408,74,172,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,3,0.5033,0.8253,0.8074,0.7108,0.756,408,42,469,DETR,small
e_IMU,True,yolo12n,2.6,16,9,3,0.3445,0.6461,0.6224,0.5896,0.6055,808,341,182,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,3,0.3668,0.6941,0.7535,0.5976,0.6665,808,269,219,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,3,0.3919,0.7324,0.7604,0.6765,0.716,408,96,187,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,3,0.4822,0.8287,0.8372,0.7451,0.7885,408,62,196,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,3,0.3438,0.7126,0.8023,0.625,0.7026,808,222,308,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,3,0.371,0.7011,0.7447,0.5916,0.6594,808,316,162,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,3,0.4007,0.7526,0.792,0.6593,0.7196,408,143,60,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,3,0.4805,0.8138,0.782,0.7296,0.7549,408,72,218,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,4,0.3658,0.7028,0.7651,0.6423,0.6983,808,240,238,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,4,0.4131,0.759,0.8205,0.6733,0.7396,808,173,330,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,4,0.3996,0.7294,0.7724,0.6544,0.7085,408,114,117,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,4,0.4905,0.8118,0.7755,0.7452,0.7601,408,60,276,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,4,0.3862,0.7381,0.8057,0.6745,0.7343,808,222,174,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,4,0.3932,0.764,0.8386,0.6869,0.7552,808,182,280,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,4,0.4328,0.7663,0.819,0.6618,0.732,408,77,248,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,4,0.4682,0.793,0.773,0.7092,0.7397,408,48,695,DETR,small
e_IMU,True,yolo12n,2.6,16,9,4,0.3462,0.6675,0.7309,0.5546,0.6307,808,319,204,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,4,0.3616,0.6905,0.7136,0.6002,0.652,808,301,188,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,4,0.415,0.708,0.8178,0.5612,0.6657,408,202,25,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,4,0.4433,0.781,0.7915,0.6791,0.731,408,99,133,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,4,0.3333,0.6418,0.6302,0.5842,0.6063,808,364,191,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,4,0.3792,0.7087,0.7845,0.5792,0.6664,808,287,206,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,4,0.4115,0.734,0.8566,0.6176,0.7178,408,140,68,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,4,0.4227,0.7677,0.7563,0.6838,0.7182,408,95,197,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,5,0.4177,0.7713,0.8031,0.7271,0.7632,808,177,277,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,5,0.4327,0.7779,0.7899,0.7351,0.7615,808,157,328,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,5,0.3872,0.6622,0.8249,0.5931,0.6901,408,179,34,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,5,0.4848,0.8058,0.8367,0.6887,0.7556,408,57,345,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,5,0.4244,0.7735,0.8323,0.7063,0.7641,808,164,348,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,5,0.406,0.7719,0.8064,0.7203,0.7609,808,131,665,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,5,0.4285,0.7812,0.8726,0.6789,0.7637,408,95,89,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,5,0.4459,0.7644,0.7968,0.6887,0.7388,408,122,72,DETR,small
e_IMU,True,yolo12n,2.6,16,9,5,0.3279,0.7099,0.773,0.6405,0.7005,808,205,313,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,5,0.3825,0.7516,0.7758,0.6894,0.7301,808,208,206,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,5,0.3637,0.6956,0.7874,0.5882,0.6734,408,185,37,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,5,0.4645,0.7926,0.8258,0.6985,0.7569,408,113,68,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,5,0.3531,0.7224,0.7758,0.6324,0.6968,808,187,475,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,5,0.3883,0.7649,0.815,0.6704,0.7357,808,209,221,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,5,0.3918,0.7175,0.7618,0.6508,0.7019,408,140,82,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,5,0.4841,0.8413,0.8704,0.7328,0.7957,408,76,106,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,6,0.3468,0.6834,0.7529,0.6176,0.6786,808,252,275,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,6,0.3976,0.7815,0.8245,0.7017,0.7582,808,119,561,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,6,0.4484,0.7615,0.8346,0.6887,0.7547,408,96,159,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,6,0.5049,0.8237,0.8204,0.7279,0.7714,408,43,364,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,6,0.3749,0.7167,0.7978,0.6395,0.7099,808,181,535,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,6,0.3638,0.6864,0.8117,0.6126,0.6983,808,273,187,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,6,0.4247,0.7631,0.7531,0.7029,0.7271,408,85,163,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,6,0.4625,0.792,0.7983,0.7279,0.7615,408,92,131,DETR,small
e_IMU,True,yolo12n,2.6,16,9,6,0.3393,0.6793,0.7633,0.5953,0.6689,808,252,309,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,6,0.3688,0.7248,0.8121,0.6225,0.7048,808,222,299,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,6,0.3869,0.7334,0.7322,0.6834,0.707,408,121,98,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,6,0.4602,0.7863,0.7534,0.7255,0.7392,408,130,63,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,6,0.3344,0.6806,0.7862,0.5743,0.6637,808,257,397,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,6,0.353,0.6885,0.7555,0.5928,0.6643,808,283,217,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,6,0.3846,0.7339,0.7554,0.6667,0.7083,408,139,70,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,6,0.4863,0.8288,0.8332,0.6912,0.7556,408,85,163,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,7,0.4297,0.7808,0.7754,0.7215,0.7475,808,143,479,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,7,0.4328,0.7919,0.8348,0.7252,0.7762,808,137,387,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,7,0.438,0.7491,0.858,0.681,0.7593,408,86,204,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,7,0.4808,0.8169,0.8183,0.7176,0.7647,408,67,198,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,7,0.3896,0.7569,0.8097,0.6635,0.7293,808,181,339,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,7,0.4093,0.7905,0.8548,0.692,0.7648,808,134,421,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,7,0.4628,0.7789,0.7795,0.7402,0.7594,408,75,207,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,7,0.4836,0.8171,0.8349,0.6814,0.7504,408,54,318,DETR,small
e_IMU,True,yolo12n,2.6,16,9,7,0.3231,0.6521,0.7085,0.5569,0.6237,808,306,252,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,7,0.3982,0.7577,0.8295,0.6384,0.7215,808,221,236,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,7,0.3523,0.707,0.7336,0.6569,0.6931,408,100,183,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,7,0.4703,0.8236,0.8266,0.7477,0.7851,408,75,137,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,7,0.3656,0.7518,0.7603,0.6572,0.705,808,209,269,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,7,0.3957,0.7361,0.788,0.6303,0.7004,808,256,179,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,7,0.357,0.7403,0.8044,0.6324,0.7081,408,123,133,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,7,0.46,0.8258,0.7908,0.7426,0.766,408,57,201,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,8,0.206,0.4662,0.705,0.4229,0.5287,808,373,469,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,8,0.3702,0.7167,0.7524,0.63,0.6857,808,170,652,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,8,0.4505,0.784,0.8427,0.6698,0.7463,408,47,633,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,8,0.4205,0.7477,0.7571,0.68,0.7165,408,65,440,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,8,0.2768,0.6028,0.7801,0.526,0.6283,808,319,275,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,8,0.3693,0.7063,0.7812,0.6411,0.7043,808,171,631,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,8,0.4209,0.7507,0.7569,0.674,0.7131,408,40,970,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,8,0.4955,0.7907,0.8393,0.6716,0.7461,408,56,583,DETR,small
e_IMU,True,yolo12n,2.6,16,9,8,0.2613,0.5164,0.5376,0.4245,0.4744,808,558,42,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,8,0.3186,0.6381,0.7239,0.5334,0.6142,808,358,137,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,8,0.4021,0.7274,0.7192,0.6814,0.6998,408,127,100,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,8,0.4734,0.8209,0.7676,0.7377,0.7524,408,60,196,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,8,0.2835,0.5677,0.5704,0.4765,0.5192,808,543,42,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,8,0.3112,0.6444,0.7296,0.5545,0.6301,808,323,171,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,8,0.415,0.7674,0.7975,0.7157,0.7544,408,93,173,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,8,0.4956,0.8197,0.7766,0.7402,0.7579,408,101,78,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,9,0.4222,0.7957,0.8296,0.7191,0.7704,808,137,484,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,9,0.4118,0.7626,0.795,0.7203,0.7558,808,158,359,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,9,0.4008,0.7049,0.84,0.6048,0.7033,408,134,92,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,9,0.4721,0.7864,0.8191,0.6993,0.7545,408,83,103,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,9,0.3996,0.7535,0.81,0.6856,0.7427,808,199,204,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,9,0.4067,0.7734,0.8168,0.7191,0.7648,808,173,278,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,9,0.4094,0.7037,0.7652,0.6691,0.7139,408,148,65,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,9,0.4438,0.7959,0.8178,0.7591,0.7874,408,70,149,DETR,small
e_IMU,True,yolo12n,2.6,16,9,9,0.3448,0.6819,0.816,0.5755,0.675,808,229,370,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,9,0.3595,0.7007,0.8456,0.5606,0.6742,808,265,245,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,9,0.3517,0.6349,0.7226,0.5784,0.6425,408,175,72,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,9,0.4504,0.8019,0.7768,0.7451,0.7606,408,68,189,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,9,9,0.3613,0.7119,0.757,0.62,0.6817,808,276,164,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,9,9,0.4052,0.7476,0.7608,0.6498,0.7009,808,241,193,YOLOv11,small
e_VT,True,yolo11n,2.6,16,9,9,0.4252,0.7066,0.7901,0.5515,0.6496,408,208,25,YOLOv11,small
e_VT,False,yolo11n,2.6,16,9,9,0.4708,0.8123,0.8607,0.6816,0.7608,408,99,90,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,9,10,0.3757,0.7217,0.7595,0.6535,0.7025,808,170,626,DETR,large
e_IMU,False,rtdetr-x,86.0,16,9,10,0.4169,0.7735,0.8157,0.6943,0.7501,808,125,656,DETR,large
e_VT,True,rtdetr-x,86.0,16,9,10,0.4297,0.747,0.7871,0.6887,0.7346,408,78,290,DETR,large
e_VT,False,rtdetr-x,86.0,16,9,10,0.495,0.8084,0.7592,0.7649,0.762,408,42,520,DETR,large
e_IMU,True,rtdetr-l,45.0,16,9,10,0.4075,0.7481,0.8201,0.6489,0.7245,808,142,737,DETR,small
e_IMU,False,rtdetr-l,45.0,16,9,10,0.4371,0.7996,0.8108,0.716,0.7605,808,90,1201,DETR,small
e_VT,True,rtdetr-l,45.0,16,9,10,0.4457,0.7562,0.8133,0.6912,0.7473,408,64,735,DETR,small
e_VT,False,rtdetr-l,45.0,16,9,10,0.4811,0.7776,0.7984,0.6887,0.7395,408,46,863,DETR,small
e_IMU,True,yolo12n,2.6,16,9,10,0.3527,0.6921,0.8047,0.5659,0.6645,808,315,155,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,9,10,0.3806,0.7141,0.7999,0.5837,0.6749,808,287,168,YOLOv12,small
e_VT,True,yolo12n,2.6,16,9,10,0.3995,0.6896,0.7914,0.6127,0.6907,408,139,95,YOLOv12,small
e_VT,False,yolo12n,2.6,16,9,10,0.4944,0.8061,0.8217,0.7132,0.7636,408,75,182,YOLOv12,small
e_IMU,True,yolo12x,59.1,16,0,1,0.3268,0.628,0.696,0.544,0.6107,808,313,268,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,0,1,0.3806,0.7122,0.7266,0.6114,0.664,808,241,275,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,0,1,0.4566,0.7617,0.8129,0.6572,0.7268,808,244,141,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,0,1,0.4893,0.8059,0.7939,0.7228,0.7567,808,199,133,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,0,1,0.5187,0.8577,0.8914,0.7475,0.8132,808,107,307,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,0,1,0.5381,0.8451,0.8426,0.7618,0.8002,808,148,159,YOLOv12,large
e_VT,True,yolo12x,59.1,16,0,1,0.2758,0.5976,0.5939,0.6238,0.6085,408,72,784,YOLOv12,large
e_VT,False,yolo12x,59.1,16,0,1,0.5109,0.8377,0.8456,0.7381,0.7882,408,86,81,YOLOv12,large
e_VT,True,yolo12x,59.1,64,0,1,0.5005,0.8354,0.8202,0.7941,0.807,408,76,84,YOLOv12,large
e_VT,False,yolo12x,59.1,64,0,1,0.5615,0.8836,0.8716,0.7986,0.8335,408,69,66,YOLOv12,large
e_VT,True,yolo12x,59.1,200,0,1,0.6284,0.9112,0.9102,0.8309,0.8687,408,56,50,YOLOv12,large
e_VT,False,yolo12x,59.1,200,0,1,0.6268,0.9038,0.8767,0.8554,0.8659,408,54,59,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,0,1,0.3248,0.6106,0.6384,0.5149,0.57,808,421,135,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,0,1,0.3481,0.7151,0.754,0.6638,0.706,808,166,544,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,0,1,0.4789,0.7963,0.7943,0.698,0.7431,808,205,173,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,0,1,0.4736,0.7911,0.8201,0.6883,0.7484,808,215,156,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,0,1,0.5471,0.8519,0.8287,0.7946,0.8113,808,153,122,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,0,1,0.5398,0.8517,0.8161,0.7896,0.8026,808,149,159,YOLOv11,large
e_VT,True,yolo11x,56.9,16,0,1,0.403,0.7177,0.769,0.6121,0.6817,408,167,59,YOLOv11,large
e_VT,False,yolo11x,56.9,16,0,1,0.5328,0.8504,0.9046,0.7353,0.8112,408,95,53,YOLOv11,large
e_VT,True,yolo11x,56.9,64,0,1,0.5399,0.8457,0.824,0.7868,0.805,408,89,46,YOLOv11,large
e_VT,False,yolo11x,56.9,64,0,1,0.5773,0.8756,0.8863,0.7837,0.8319,408,85,36,YOLOv11,large
e_VT,True,yolo11x,56.9,200,0,1,0.6272,0.887,0.8843,0.8186,0.8502,408,75,37,YOLOv11,large
e_VT,False,yolo11x,56.9,200,0,1,0.6283,0.9106,0.8746,0.8543,0.8643,408,56,51,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,0,1,0.4626,0.8292,0.837,0.7389,0.7849,808,121,420,DETR,large
e_IMU,False,rtdetr-x,86.0,64,0,1,0.4755,0.8277,0.8442,0.7389,0.788,808,127,306,DETR,large
e_IMU,True,rtdetr-x,86.0,200,0,1,0.5216,0.8537,0.8776,0.7624,0.8159,808,99,342,DETR,large
e_IMU,False,rtdetr-x,86.0,200,0,1,0.5265,0.8656,0.8646,0.79,0.8256,808,91,323,DETR,large
e_VT,True,rtdetr-x,86.0,64,0,1,0.5211,0.8358,0.8854,0.7377,0.8048,408,61,205,DETR,large
e_VT,False,rtdetr-x,86.0,64,0,1,0.5558,0.8727,0.8641,0.7792,0.8195,408,51,150,DETR,large
e_VT,True,rtdetr-x,86.0,200,0,1,0.5395,0.8724,0.8424,0.8088,0.8253,408,31,443,DETR,large
e_VT,False,rtdetr-x,86.0,200,0,1,0.571,0.8836,0.8939,0.7574,0.82,408,30,269,DETR,large
e_IMU,True,rtdetr-l,45.0,64,0,1,0.4759,0.8194,0.8329,0.7648,0.7974,808,125,307,DETR,small
e_IMU,False,rtdetr-l,45.0,64,0,1,0.4411,0.7973,0.8201,0.7327,0.7739,808,138,437,DETR,small
e_IMU,True,rtdetr-l,45.0,200,0,1,0.5226,0.8644,0.8688,0.7867,0.8257,808,103,242,DETR,small
e_IMU,False,rtdetr-l,45.0,200,0,1,0.5246,0.8626,0.8913,0.7562,0.8182,808,95,378,DETR,small
e_VT,True,rtdetr-l,45.0,64,0,1,0.5436,0.8704,0.8599,0.7976,0.8276,408,43,195,DETR,small
e_VT,False,rtdetr-l,45.0,64,0,1,0.536,0.8612,0.8409,0.8033,0.8217,408,63,67,DETR,small
e_VT,True,rtdetr-l,45.0,200,0,1,0.575,0.892,0.8416,0.8336,0.8376,408,48,133,DETR,small
e_VT,False,rtdetr-l,45.0,200,0,1,0.5893,0.9022,0.8715,0.8315,0.851,408,46,124,DETR,small
e_IMU,True,yolo12n,2.6,64,0,1,0.4308,0.7447,0.8166,0.6312,0.712,808,243,163,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,0,1,0.4145,0.7863,0.8168,0.7203,0.7655,808,155,304,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,0,1,0.498,0.8285,0.8948,0.737,0.8083,808,158,164,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,0,1,0.4904,0.8419,0.8732,0.7339,0.7975,808,137,207,YOLOv12,small
e_VT,True,yolo12n,2.6,64,0,1,0.5275,0.8358,0.8193,0.7669,0.7922,408,93,63,YOLOv12,small
